Genomes	C	S	D	F	M	n
xanthomonadales/GCA_021554375.1_ASM2155437v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554375.1_ASM2155437v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_021554385.1_ASM2155438v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554385.1_ASM2155438v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_021554415.1_ASM2155441v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554415.1_ASM2155441v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_021554435.1_ASM2155443v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554435.1_ASM2155443v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_021554455.1_ASM2155445v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554455.1_ASM2155445v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_021554475.1_ASM2155447v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554475.1_ASM2155447v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_021554495.1_ASM2155449v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554495.1_ASM2155449v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_021554505.1_ASM2155450v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554505.1_ASM2155450v1_genomic.fna.txt;90.9	90.5	0.4	0.0	9.1	1152	   
xanthomonadales/GCA_021554535.1_ASM2155453v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554535.1_ASM2155453v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_021554555.1_ASM2155455v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554555.1_ASM2155455v1_genomic.fna.txt;100.0	99.7	0.3	0.0	0.0	1152	   
xanthomonadales/GCA_021554575.1_ASM2155457v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554575.1_ASM2155457v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_021554595.1_ASM2155459v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554595.1_ASM2155459v1_genomic.fna.txt;99.7	99.5	0.2	0.2	0.1	1152	   
xanthomonadales/GCA_021554615.1_ASM2155461v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554615.1_ASM2155461v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_022014735.1_ASM2201473v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022014735.1_ASM2201473v1_genomic.fna.txt;99.6	99.5	0.1	0.2	0.2	1152	   
xanthomonadales/GCA_022575555.1_ASM2257555v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022575555.1_ASM2257555v1_genomic.fna.txt;35.1	35.0	0.1	0.7	64.2	1152	   
xanthomonadales/GCA_022630595.1_ASM2263059v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630595.1_ASM2263059v1_genomic.fna.txt;99.7	99.5	0.2	0.1	0.2	1152	   
xanthomonadales/GCA_022630615.1_ASM2263061v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630615.1_ASM2263061v1_genomic.fna.txt;99.7	99.6	0.1	0.0	0.3	1152	   
xanthomonadales/GCA_022630625.1_ASM2263062v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630625.1_ASM2263062v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_022630635.1_ASM2263063v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630635.1_ASM2263063v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_022630695.1_ASM2263069v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630695.1_ASM2263069v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630715.1_ASM2263071v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630715.1_ASM2263071v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630735.1_ASM2263073v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630735.1_ASM2263073v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630745.1_ASM2263074v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630745.1_ASM2263074v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630775.1_ASM2263077v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630775.1_ASM2263077v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630795.1_ASM2263079v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630795.1_ASM2263079v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630815.1_ASM2263081v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630815.1_ASM2263081v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630835.1_ASM2263083v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630835.1_ASM2263083v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630845.1_ASM2263084v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630845.1_ASM2263084v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_022630865.1_ASM2263086v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630865.1_ASM2263086v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630895.1_ASM2263089v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630895.1_ASM2263089v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630915.1_ASM2263091v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630915.1_ASM2263091v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630935.1_ASM2263093v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630935.1_ASM2263093v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630955.1_ASM2263095v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630955.1_ASM2263095v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022630975.1_ASM2263097v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630975.1_ASM2263097v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_022630995.1_ASM2263099v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022630995.1_ASM2263099v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022631015.1_ASM2263101v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022631015.1_ASM2263101v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_022631035.1_ASM2263103v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022631035.1_ASM2263103v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022631075.1_ASM2263107v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022631075.1_ASM2263107v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_022631135.1_ASM2263113v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_022631135.1_ASM2263113v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_900186865.1_49243_F02_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_900186865.1_49243_F02_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_900475405.1_44087_C01_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_900475405.1_44087_C01_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_900475685.1_46463_B01_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_900475685.1_46463_B01_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_900636655.1_43781_D01_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_900636655.1_43781_D01_genomic.fna.txt;99.8	99.5	0.3	0.1	0.1	1152	   
xanthomonadales/GCA_900636905.1_44982_B01_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_900636905.1_44982_B01_genomic.fna.txt;99.7	99.6	0.1	0.2	0.1	1152	   
xanthomonadales/GCA_901482485.1_44343_A01_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_901482485.1_44343_A01_genomic.fna.txt;82.5	82.4	0.1	2.4	15.1	1152	   
xanthomonadales/GCA_902156355.1_A1_123052_puydedome_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156355.1_A1_123052_puydedome_genomic.fna.txt;99.1	0.0	99.1	0.7	0.2	1152	   
xanthomonadales/GCA_902156375.1_A1_123013_yvelines_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156375.1_A1_123013_yvelines_genomic.fna.txt;98.4	0.0	98.4	0.8	0.8	1152	   
xanthomonadales/GCA_902156415.1_A1_124797_ileetvilaine_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156415.1_A1_124797_ileetvilaine_genomic.fna.txt;99.0	0.0	99.0	0.5	0.5	1152	   
xanthomonadales/GCA_902156425.1_A1_125476_manche_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156425.1_A1_125476_manche_genomic.fna.txt;99.0	0.0	99.0	0.5	0.5	1152	   
xanthomonadales/GCA_902156435.1_A1_124805_manche_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156435.1_A1_124805_manche_genomic.fna.txt;99.2	0.0	99.2	0.6	0.2	1152	   
xanthomonadales/GCA_902156445.1_A1_133534_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156445.1_A1_133534_calvados_genomic.fna.txt;99.0	0.0	99.0	0.4	0.6	1152	   
xanthomonadales/GCA_902156475.1_A1_133496_paris_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156475.1_A1_133496_paris_genomic.fna.txt;99.1	0.0	99.1	0.4	0.5	1152	   
xanthomonadales/GCA_902156485.1_A1_129041_seineetmarne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156485.1_A1_129041_seineetmarne_genomic.fna.txt;99.1	0.0	99.1	0.6	0.3	1152	   
xanthomonadales/GCA_902156495.1_A1_125480_manche_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156495.1_A1_125480_manche_genomic.fna.txt;99.2	0.0	99.2	0.4	0.4	1152	   
xanthomonadales/GCA_902156505.1_A1_129742_yvelines_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156505.1_A1_129742_yvelines_genomic.fna.txt;99.0	0.0	99.0	0.6	0.4	1152	   
xanthomonadales/GCA_902156525.1_A1_133498_basrhin_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156525.1_A1_133498_basrhin_genomic.fna.txt;98.7	0.0	98.7	0.7	0.6	1152	   
xanthomonadales/GCA_902156535.1_A1_134082_basrhin_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156535.1_A1_134082_basrhin_genomic.fna.txt;99.0	0.0	99.0	0.3	0.7	1152	   
xanthomonadales/GCA_902156545.1_A1_133638_seineetmarne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156545.1_A1_133638_seineetmarne_genomic.fna.txt;98.4	0.0	98.4	0.7	0.9	1152	   
xanthomonadales/GCA_902156585.1_A1_133584_sarthe_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156585.1_A1_133584_sarthe_genomic.fna.txt;98.7	0.0	98.7	0.6	0.7	1152	   
xanthomonadales/GCA_902156595.1_A1_125572_maineetloire_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156595.1_A1_125572_maineetloire_genomic.fna.txt;99.5	0.0	99.5	0.1	0.4	1152	   
xanthomonadales/GCA_902156605.1_A1_134086_basrhin_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156605.1_A1_134086_basrhin_genomic.fna.txt;98.2	0.0	98.2	1.2	0.6	1152	   
xanthomonadales/GCA_902156615.1_A1_133687_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156615.1_A1_133687_calvados_genomic.fna.txt;98.5	0.0	98.5	1.0	0.5	1152	   
xanthomonadales/GCA_902156625.1_A1_134092_hautesavoie_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156625.1_A1_134092_hautesavoie_genomic.fna.txt;99.3	0.0	99.3	0.3	0.4	1152	   
xanthomonadales/GCA_902156635.1_A1_134107_oise_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156635.1_A1_134107_oise_genomic.fna.txt;98.9	0.0	98.9	0.6	0.5	1152	   
xanthomonadales/GCA_902156645.1_A1_134167_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156645.1_A1_134167_calvados_genomic.fna.txt;98.8	0.0	98.8	0.5	0.7	1152	   
xanthomonadales/GCA_902156665.1_A1_134798_vienne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156665.1_A1_134798_vienne_genomic.fna.txt;99.0	0.0	99.0	0.6	0.4	1152	   
xanthomonadales/GCA_902156675.1_A1_134814_seineetmarne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156675.1_A1_134814_seineetmarne_genomic.fna.txt;99.2	0.0	99.2	0.5	0.3	1152	   
xanthomonadales/GCA_902156695.1_A1_138853_landes_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156695.1_A1_138853_landes_genomic.fna.txt;98.9	0.0	98.9	0.7	0.4	1152	   
xanthomonadales/GCA_902156705.1_A1_136927_corse_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156705.1_A1_136927_corse_genomic.fna.txt;99.3	0.0	99.3	0.5	0.2	1152	   
xanthomonadales/GCA_902156725.1_A1_136966_tarnetgaronne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156725.1_A1_136966_tarnetgaronne_genomic.fna.txt;99.3	0.0	99.3	0.3	0.4	1152	   
xanthomonadales/GCA_902156735.1_A1_137080_tarnetgaronne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156735.1_A1_137080_tarnetgaronne_genomic.fna.txt;99.1	0.0	99.1	0.7	0.2	1152	   
xanthomonadales/GCA_902156745.1_A1_135769_eureetloire_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156745.1_A1_135769_eureetloire_genomic.fna.txt;98.7	0.0	98.7	0.7	0.6	1152	   
xanthomonadales/GCA_902156775.1_A1_138322_sarthe_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156775.1_A1_138322_sarthe_genomic.fna.txt;99.5	0.0	99.5	0.3	0.2	1152	   
xanthomonadales/GCA_902156785.1_A1_135082_cantal_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156785.1_A1_135082_cantal_genomic.fna.txt;99.3	0.0	99.3	0.5	0.2	1152	   
xanthomonadales/GCA_902156805.1_A1_136964_tarnetgaronne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156805.1_A1_136964_tarnetgaronne_genomic.fna.txt;98.8	0.0	98.8	0.9	0.3	1152	   
xanthomonadales/GCA_902156815.1_A1_136991_hautegaronne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156815.1_A1_136991_hautegaronne_genomic.fna.txt;99.0	0.0	99.0	0.5	0.5	1152	   
xanthomonadales/GCA_902156835.1_A1_138920_nord_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156835.1_A1_138920_nord_genomic.fna.txt;98.3	0.0	98.3	0.9	0.8	1152	   
xanthomonadales/GCA_902156845.1_A1_138968_morbihan_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156845.1_A1_138968_morbihan_genomic.fna.txt;98.9	0.0	98.9	0.8	0.3	1152	   
xanthomonadales/GCA_902156855.1_A1_138969_isere_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156855.1_A1_138969_isere_genomic.fna.txt;98.8	0.0	98.8	1.0	0.2	1152	   
xanthomonadales/GCA_902156875.1_A1_139355_puydedome_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156875.1_A1_139355_puydedome_genomic.fna.txt;98.6	0.0	98.6	0.5	0.9	1152	   
xanthomonadales/GCA_902156905.1_A1_139371_hautevienne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156905.1_A1_139371_hautevienne_genomic.fna.txt;98.7	0.0	98.7	0.4	0.9	1152	   
xanthomonadales/GCA_902156915.1_A1_142635_corse_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156915.1_A1_142635_corse_genomic.fna.txt;99.0	0.0	99.0	0.3	0.7	1152	   
xanthomonadales/GCA_902156925.1_A1_152879_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156925.1_A1_152879_calvados_genomic.fna.txt;99.1	0.0	99.1	0.4	0.5	1152	   
xanthomonadales/GCA_902156935.1_A1_140059_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156935.1_A1_140059_calvados_genomic.fna.txt;99.1	0.0	99.1	0.5	0.4	1152	   
xanthomonadales/GCA_902156945.1_A1_149690_yonne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156945.1_A1_149690_yonne_genomic.fna.txt;98.9	0.0	98.9	0.8	0.3	1152	   
xanthomonadales/GCA_902156955.1_A1_157724_orne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156955.1_A1_157724_orne_genomic.fna.txt;98.5	0.0	98.5	1.0	0.5	1152	   
xanthomonadales/GCA_902156965.1_A1_156610_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156965.1_A1_156610_calvados_genomic.fna.txt;98.8	0.0	98.8	0.4	0.8	1152	   
xanthomonadales/GCA_902156995.1_A1_157696_hautevienne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902156995.1_A1_157696_hautevienne_genomic.fna.txt;99.1	0.0	99.1	0.3	0.6	1152	   
xanthomonadales/GCA_902157015.1_A1_158813_rhone_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157015.1_A1_158813_rhone_genomic.fna.txt;99.1	0.0	99.1	0.4	0.5	1152	   
xanthomonadales/GCA_902157025.1_A1_159168_manche_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157025.1_A1_159168_manche_genomic.fna.txt;98.1	0.0	98.1	1.0	0.9	1152	   
xanthomonadales/GCA_902157035.1_A1_157698_orne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157035.1_A1_157698_orne_genomic.fna.txt;99.2	0.0	99.2	0.6	0.2	1152	   
xanthomonadales/GCA_902157045.1_A1_157715_orne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157045.1_A1_157715_orne_genomic.fna.txt;99.5	0.0	99.5	0.3	0.2	1152	   
xanthomonadales/GCA_902157055.1_A1_162734_manche_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157055.1_A1_162734_manche_genomic.fna.txt;98.0	0.0	98.0	1.1	0.9	1152	   
xanthomonadales/GCA_902157065.1_A1_161394_nord_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157065.1_A1_161394_nord_genomic.fna.txt;98.0	0.0	98.0	0.7	1.3	1152	   
xanthomonadales/GCA_902157095.1_A1_174568_loiret_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157095.1_A1_174568_loiret_genomic.fna.txt;99.3	0.0	99.3	0.3	0.4	1152	   
xanthomonadales/GCA_902157105.1_A1_171767_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157105.1_A1_171767_calvados_genomic.fna.txt;99.3	0.0	99.3	0.5	0.2	1152	   
xanthomonadales/GCA_902157115.1_A1_171655_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157115.1_A1_171655_calvados_genomic.fna.txt;98.4	0.0	98.4	1.2	0.4	1152	   
xanthomonadales/GCA_902157135.1_A1_175694_somme_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157135.1_A1_175694_somme_genomic.fna.txt;98.4	0.0	98.4	1.0	0.6	1152	   
xanthomonadales/GCA_902157145.1_A1_174598_oise_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157145.1_A1_174598_oise_genomic.fna.txt;99.7	0.0	99.7	0.2	0.1	1152	   
xanthomonadales/GCA_902157155.1_A1_179847_maineetloire_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157155.1_A1_179847_maineetloire_genomic.fna.txt;99.3	0.0	99.3	0.3	0.4	1152	   
xanthomonadales/GCA_902157165.1_A1_182181_hautsdeseine_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157165.1_A1_182181_hautsdeseine_genomic.fna.txt;99.1	0.0	99.1	0.7	0.2	1152	   
xanthomonadales/GCA_902157175.1_A1_179881_eure_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157175.1_A1_179881_eure_genomic.fna.txt;99.5	0.0	99.5	0.3	0.2	1152	   
xanthomonadales/GCA_902157195.1_A1_175792_seinemaritime_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157195.1_A1_175792_seinemaritime_genomic.fna.txt;98.4	0.0	98.4	1.0	0.6	1152	   
xanthomonadales/GCA_902157205.1_A1_182238_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157205.1_A1_182238_calvados_genomic.fna.txt;99.0	0.0	99.0	0.9	0.1	1152	   
xanthomonadales/GCA_902157215.1_A1_175746_seinemaritime_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157215.1_A1_175746_seinemaritime_genomic.fna.txt;99.3	0.0	99.3	0.3	0.4	1152	   
xanthomonadales/GCA_902157225.1_A1_183521_eure_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157225.1_A1_183521_eure_genomic.fna.txt;98.5	0.0	98.5	1.2	0.3	1152	   
xanthomonadales/GCA_902157235.1_A1_179945_loireatlantique_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157235.1_A1_179945_loireatlantique_genomic.fna.txt;98.6	0.0	98.6	1.0	0.4	1152	   
xanthomonadales/GCA_902157245.1_A1_181813_charentemaritime_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157245.1_A1_181813_charentemaritime_genomic.fna.txt;98.9	0.0	98.9	0.8	0.3	1152	   
xanthomonadales/GCA_902157255.1_A1_179962_valdoise_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157255.1_A1_179962_valdoise_genomic.fna.txt;98.9	0.0	98.9	0.9	0.2	1152	   
xanthomonadales/GCA_902157275.1_A1_183743_ileetvilaine_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157275.1_A1_183743_ileetvilaine_genomic.fna.txt;98.7	0.0	98.7	0.8	0.5	1152	   
xanthomonadales/GCA_902157285.1_A1_183758_eure_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157285.1_A1_183758_eure_genomic.fna.txt;99.0	0.0	99.0	0.5	0.5	1152	   
xanthomonadales/GCA_902157295.1_A1_183848_loiret_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157295.1_A1_183848_loiret_genomic.fna.txt;98.7	0.0	98.7	0.8	0.5	1152	   
xanthomonadales/GCA_902157305.1_A1_184882_hautegaronne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157305.1_A1_184882_hautegaronne_genomic.fna.txt;99.2	0.0	99.2	0.4	0.4	1152	   
xanthomonadales/GCA_902157315.1_A1_184884_loireatlantique_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157315.1_A1_184884_loireatlantique_genomic.fna.txt;99.6	0.0	99.6	0.2	0.2	1152	   
xanthomonadales/GCA_902157325.1_A1_184917_gironde_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157325.1_A1_184917_gironde_genomic.fna.txt;99.2	0.0	99.2	0.3	0.5	1152	   
xanthomonadales/GCA_902157335.1_A1_184926_mayenne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157335.1_A1_184926_mayenne_genomic.fna.txt;99.5	0.0	99.5	0.3	0.2	1152	   
xanthomonadales/GCA_902157345.1_A1_184935_orne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157345.1_A1_184935_orne_genomic.fna.txt;98.2	0.0	98.2	1.2	0.6	1152	   
xanthomonadales/GCA_902157355.1_A1_184949_savoie_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157355.1_A1_184949_savoie_genomic.fna.txt;98.8	0.0	98.8	0.8	0.4	1152	   
xanthomonadales/GCA_902157365.1_A1_186564_eureetloire_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157365.1_A1_186564_eureetloire_genomic.fna.txt;98.4	0.0	98.4	1.1	0.5	1152	   
xanthomonadales/GCA_902157375.1_A1_184950_drome_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157375.1_A1_184950_drome_genomic.fna.txt;98.2	0.0	98.2	1.6	0.2	1152	   
xanthomonadales/GCA_902157385.1_A1_184992_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157385.1_A1_184992_calvados_genomic.fna.txt;99.0	0.0	99.0	0.7	0.3	1152	   
xanthomonadales/GCA_902157395.1_A1_185107_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157395.1_A1_185107_calvados_genomic.fna.txt;97.9	0.0	97.9	1.4	0.7	1152	   
xanthomonadales/GCA_902157405.1_A1_186555_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157405.1_A1_186555_calvados_genomic.fna.txt;99.4	0.0	99.4	0.4	0.2	1152	   
xanthomonadales/GCA_902157415.1_A1_186526_vienne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157415.1_A1_186526_vienne_genomic.fna.txt;98.7	0.0	98.7	1.0	0.3	1152	   
xanthomonadales/GCA_902157425.1_A1_185059_hautesavoie_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157425.1_A1_185059_hautesavoie_genomic.fna.txt;99.2	0.0	99.2	0.4	0.4	1152	   
xanthomonadales/GCA_902157435.1_A1_185017_seineetmarne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157435.1_A1_185017_seineetmarne_genomic.fna.txt;98.6	0.0	98.6	0.2	1.2	1152	   
xanthomonadales/GCA_902157445.1_A1_187546_var_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157445.1_A1_187546_var_genomic.fna.txt;99.0	0.0	99.0	0.5	0.5	1152	   
